usuario_id,restaurante_id,puntuacion,fecha,comentario
63,151,3,2025-08-24,La atención fue rápida.
439,144,5,2025-05-15,La experiencia fue aceptable.
244,2,5,2025-07-19,Los platillos estuvieron bien preparados.
193,4,4,2025-02-15,El servicio puede mejorar.
361,9,4,2025-09-09,Los platillos estuvieron bien preparados.
453,42,3,2025-06-29,El ambiente fue agradable.
272,127,5,2025-01-08,Buena relación entre precio y calidad.
205,68,3,2026-02-17,El ambiente fue agradable.
402,37,2,2025-07-14,El servicio puede mejorar.
70,51,3,2026-03-04,Muy buena experiencia.
83,21,5,2024-12-19,Excelente servicio y comida.
256,73,3,2025-10-20,El ambiente fue agradable.
396,98,4,2025-07-30,El servicio puede mejorar.
198,170,2,2024-09-21,La atención fue rápida.
407,123,1,2025-12-06,El ambiente fue agradable.
371,7,4,2025-04-29,Los platillos estuvieron bien preparados.
151,93,4,2025-12-13,El ambiente fue agradable.
344,200,3,2024-08-10,El ambiente fue agradable.
381,164,2,2025-07-16,Buena relación entre precio y calidad.
86,188,2,2024-09-06,Muy buena experiencia.
445,154,3,2025-02-08,La experiencia fue aceptable.
106,29,2,2025-03-10,El ambiente fue agradable.
482,108,2,2025-10-30,La atención fue rápida.
466,117,4,2024-09-08,Los platillos estuvieron bien preparados.
453,114,5,2025-11-01,Muy buena experiencia.
482,180,2,2025-04-09,Muy buena experiencia.
218,142,1,2024-08-13,El ambiente fue agradable.
118,31,1,2025-01-13,La atención fue rápida.
311,190,3,2024-07-05,El servicio puede mejorar.
490,174,1,2026-06-17,Muy buena experiencia.
42,46,5,2024-10-21,El ambiente fue agradable.
50,168,1,2025-06-27,La experiencia fue aceptable.
77,177,5,2025-01-22,Excelente servicio y comida.
119,147,4,2026-06-14,Excelente servicio y comida.
379,75,1,2024-12-02,La experiencia fue aceptable.
408,97,4,2024-09-20,Muy buena experiencia.
246,139,1,2026-05-19,La comida estuvo deliciosa.
375,109,2,2025-06-13,El ambiente fue agradable.
427,125,3,2024-10-07,Los platillos estuvieron bien preparados.
456,157,4,2024-07-05,Buena relación entre precio y calidad.
401,131,3,2025-05-28,Muy buena experiencia.
207,112,2,2025-12-22,Regresaría nuevamente.
437,71,3,2024-12-01,La experiencia fue aceptable.
250,186,1,2026-01-07,El ambiente fue agradable.
407,117,1,2025-07-22,La comida estuvo deliciosa.
401,111,4,2026-04-16,La experiencia fue aceptable.
358,108,5,2025-07-03,Buena relación entre precio y calidad.
347,63,3,2024-10-29,El ambiente fue agradable.
202,48,1,2025-12-22,La atención fue rápida.
342,197,4,2025-09-26,Excelente servicio y comida.
489,189,5,2024-12-09,Los platillos estuvieron bien preparados.
182,91,3,2025-02-15,La atención fue rápida.
22,196,4,2026-04-08,Excelente servicio y comida.
300,20,3,2025-08-05,Buena relación entre precio y calidad.
367,137,3,2024-07-06,Regresaría nuevamente.
357,83,1,2024-10-22,La atención fue rápida.
430,179,1,2025-07-04,Buena relación entre precio y calidad.
312,74,4,2025-03-28,La experiencia fue aceptable.
426,14,2,2024-11-20,Muy buena experiencia.
387,67,3,2024-09-05,La atención fue rápida.
406,8,4,2026-02-23,El ambiente fue agradable.
392,90,3,2026-05-21,El servicio puede mejorar.
24,87,4,2024-12-25,La experiencia fue aceptable.
115,61,1,2025-06-24,La experiencia fue aceptable.
402,159,5,2025-03-04,Los platillos estuvieron bien preparados.
438,92,3,2024-09-30,Excelente servicio y comida.
137,10,1,2025-04-05,La atención fue rápida.
427,84,5,2026-01-22,Buena relación entre precio y calidad.
33,86,4,2024-07-25,Excelente servicio y comida.
264,67,5,2026-01-11,El ambiente fue agradable.
218,73,3,2025-04-16,Regresaría nuevamente.
175,134,2,2025-11-24,Buena relación entre precio y calidad.
128,69,1,2026-01-12,Buena relación entre precio y calidad.
471,9,1,2025-08-12,La comida estuvo deliciosa.
37,60,5,2024-12-28,El servicio puede mejorar.
92,5,2,2025-03-26,Los platillos estuvieron bien preparados.
393,59,3,2024-10-27,El servicio puede mejorar.
461,110,3,2024-12-08,Regresaría nuevamente.
330,59,2,2025-08-01,Buena relación entre precio y calidad.
133,101,2,2024-10-29,Muy buena experiencia.
90,117,5,2024-11-02,Excelente servicio y comida.
147,93,5,2024-11-27,El servicio puede mejorar.
39,107,4,2024-12-16,El ambiente fue agradable.
6,123,5,2025-08-01,El servicio puede mejorar.
221,5,2,2026-04-27,Buena relación entre precio y calidad.
445,51,4,2025-05-26,La comida estuvo deliciosa.
312,172,3,2024-08-05,Buena relación entre precio y calidad.
232,120,1,2026-01-08,La experiencia fue aceptable.
444,84,3,2025-12-24,Regresaría nuevamente.
35,17,2,2024-06-30,Regresaría nuevamente.
44,28,3,2024-08-12,La atención fue rápida.
8,143,2,2026-01-20,La experiencia fue aceptable.
453,25,1,2026-05-08,El servicio puede mejorar.
1,149,1,2025-12-18,El servicio puede mejorar.
112,30,1,2025-10-06,Excelente servicio y comida.
210,53,1,2024-10-27,Los platillos estuvieron bien preparados.
424,67,2,2025-11-10,Regresaría nuevamente.
5,94,2,2024-12-05,El servicio puede mejorar.
500,25,3,2026-05-19,Buena relación entre precio y calidad.
145,97,5,2025-03-31,Excelente servicio y comida.
399,18,1,2026-05-14,La atención fue rápida.
268,71,2,2025-06-16,Regresaría nuevamente.
471,76,5,2024-11-29,La experiencia fue aceptable.
285,167,5,2026-06-21,La atención fue rápida.
431,127,3,2025-07-05,Los platillos estuvieron bien preparados.
90,99,4,2025-04-15,La experiencia fue aceptable.
71,18,3,2024-11-08,La experiencia fue aceptable.
175,79,2,2024-12-05,Regresaría nuevamente.
438,59,4,2024-08-25,Buena relación entre precio y calidad.
500,96,3,2026-06-07,Muy buena experiencia.
116,59,2,2025-11-10,La atención fue rápida.
250,108,4,2025-12-12,Buena relación entre precio y calidad.
373,4,4,2024-12-16,Regresaría nuevamente.
251,117,5,2025-12-12,El ambiente fue agradable.
381,176,3,2025-01-16,Regresaría nuevamente.
128,123,5,2025-10-18,Excelente servicio y comida.
430,128,1,2026-01-20,La atención fue rápida.
8,26,3,2024-10-10,Los platillos estuvieron bien preparados.
15,197,4,2026-01-28,El servicio puede mejorar.
491,127,1,2024-12-29,Excelente servicio y comida.
464,193,5,2024-07-08,Muy buena experiencia.
164,198,1,2025-01-07,La atención fue rápida.
126,138,3,2026-05-11,La atención fue rápida.
143,92,2,2025-06-06,Buena relación entre precio y calidad.
336,99,4,2026-06-16,La comida estuvo deliciosa.
279,108,5,2025-05-11,El ambiente fue agradable.
102,185,1,2025-11-24,El ambiente fue agradable.
363,200,1,2024-11-21,La atención fue rápida.
229,68,4,2024-08-20,Los platillos estuvieron bien preparados.
3,32,2,2025-08-04,La experiencia fue aceptable.
81,145,3,2024-11-09,La experiencia fue aceptable.
77,143,1,2025-11-18,Los platillos estuvieron bien preparados.
41,29,1,2025-03-30,Los platillos estuvieron bien preparados.
425,63,3,2026-02-08,Los platillos estuvieron bien preparados.
259,75,4,2025-06-10,Muy buena experiencia.
74,128,4,2025-01-19,Muy buena experiencia.
259,66,1,2026-02-12,Los platillos estuvieron bien preparados.
106,55,2,2025-05-24,El ambiente fue agradable.
426,132,1,2025-05-18,La experiencia fue aceptable.
3,52,2,2024-10-27,Muy buena experiencia.
63,109,1,2025-07-18,Los platillos estuvieron bien preparados.
324,197,3,2025-03-16,Los platillos estuvieron bien preparados.
153,86,5,2026-03-27,Los platillos estuvieron bien preparados.
482,110,3,2025-03-21,Buena relación entre precio y calidad.
239,194,1,2025-01-23,Buena relación entre precio y calidad.
63,163,2,2026-03-03,La experiencia fue aceptable.
420,65,2,2026-03-18,Buena relación entre precio y calidad.
1,180,3,2024-06-27,La comida estuvo deliciosa.
463,30,2,2025-07-23,Los platillos estuvieron bien preparados.
278,96,3,2024-10-28,Excelente servicio y comida.
366,40,3,2025-04-19,Los platillos estuvieron bien preparados.
377,71,4,2024-10-10,Buena relación entre precio y calidad.
481,179,1,2025-08-14,El servicio puede mejorar.
96,110,5,2025-08-10,La experiencia fue aceptable.
96,176,4,2024-09-13,Los platillos estuvieron bien preparados.
448,17,5,2025-11-25,Los platillos estuvieron bien preparados.
213,58,2,2026-02-16,La experiencia fue aceptable.
199,5,4,2024-11-08,La comida estuvo deliciosa.
170,64,5,2026-06-22,Muy buena experiencia.
357,137,4,2025-03-12,La atención fue rápida.
346,123,2,2024-10-26,Muy buena experiencia.
451,165,1,2026-02-07,La atención fue rápida.
245,180,1,2025-12-29,La atención fue rápida.
291,186,3,2024-08-02,Regresaría nuevamente.
6,48,1,2024-08-21,La atención fue rápida.
215,76,1,2026-02-19,La comida estuvo deliciosa.
338,99,2,2024-06-26,El ambiente fue agradable.
30,88,3,2025-12-29,Muy buena experiencia.
270,163,4,2024-09-04,Muy buena experiencia.
189,104,4,2025-08-14,Buena relación entre precio y calidad.
361,85,4,2025-06-15,El servicio puede mejorar.
350,99,4,2026-02-13,Buena relación entre precio y calidad.
285,122,5,2025-11-18,Muy buena experiencia.
351,183,5,2025-03-03,La atención fue rápida.
137,86,3,2025-06-15,El ambiente fue agradable.
108,62,5,2025-12-13,Los platillos estuvieron bien preparados.
188,119,3,2024-11-30,La comida estuvo deliciosa.
432,108,2,2025-10-02,El servicio puede mejorar.
373,9,4,2024-11-23,El servicio puede mejorar.
255,94,5,2025-03-10,El servicio puede mejorar.
325,112,4,2025-01-11,La atención fue rápida.
11,122,2,2025-09-24,La atención fue rápida.
348,108,5,2026-02-06,El ambiente fue agradable.
348,40,3,2024-11-30,Excelente servicio y comida.
62,170,3,2025-04-27,Muy buena experiencia.
169,162,1,2026-04-15,La experiencia fue aceptable.
316,153,5,2024-10-24,La experiencia fue aceptable.
124,159,2,2025-07-28,La experiencia fue aceptable.
375,168,4,2025-10-06,La comida estuvo deliciosa.
406,4,3,2024-10-03,La comida estuvo deliciosa.
113,122,2,2026-04-08,Regresaría nuevamente.
259,33,3,2026-03-20,Buena relación entre precio y calidad.
190,117,3,2025-02-12,Buena relación entre precio y calidad.
300,29,4,2025-03-28,Muy buena experiencia.
331,196,5,2025-06-09,Regresaría nuevamente.
424,35,4,2024-08-13,Muy buena experiencia.
496,128,2,2025-03-25,El ambiente fue agradable.
454,89,3,2024-10-22,Los platillos estuvieron bien preparados.
98,192,4,2025-08-31,La experiencia fue aceptable.
261,97,5,2025-12-20,La comida estuvo deliciosa.
391,46,1,2025-11-02,La atención fue rápida.
5,185,1,2025-05-25,La comida estuvo deliciosa.
171,43,3,2026-06-17,Muy buena experiencia.
461,82,3,2025-08-16,El servicio puede mejorar.
253,102,5,2025-03-17,Regresaría nuevamente.
3,166,4,2025-09-20,La comida estuvo deliciosa.
392,138,2,2025-11-14,Los platillos estuvieron bien preparados.
310,157,5,2025-04-13,Buena relación entre precio y calidad.
316,181,1,2024-09-25,El servicio puede mejorar.
113,101,4,2024-11-29,Los platillos estuvieron bien preparados.
415,57,3,2024-07-13,Muy buena experiencia.
398,186,3,2025-11-10,El ambiente fue agradable.
88,112,3,2025-07-25,Los platillos estuvieron bien preparados.
135,84,2,2025-12-28,Excelente servicio y comida.
369,158,4,2025-04-26,Muy buena experiencia.
209,167,2,2025-01-15,Buena relación entre precio y calidad.
33,16,1,2024-08-14,Buena relación entre precio y calidad.
74,73,3,2026-02-25,La comida estuvo deliciosa.
64,48,1,2025-04-05,Los platillos estuvieron bien preparados.
482,37,4,2025-08-23,Excelente servicio y comida.
278,199,2,2024-10-03,El servicio puede mejorar.
8,77,1,2025-08-11,Regresaría nuevamente.
313,157,2,2025-06-27,Los platillos estuvieron bien preparados.
373,61,2,2025-09-04,El servicio puede mejorar.
164,13,2,2024-08-04,La comida estuvo deliciosa.
379,80,1,2025-05-28,El ambiente fue agradable.
368,36,5,2026-02-27,Excelente servicio y comida.
183,197,4,2024-07-01,Los platillos estuvieron bien preparados.
75,148,4,2026-04-11,La atención fue rápida.
18,179,4,2024-08-07,Excelente servicio y comida.
337,76,3,2025-04-09,La atención fue rápida.
496,4,4,2025-07-05,La atención fue rápida.
342,165,1,2026-04-23,El servicio puede mejorar.
491,34,1,2025-06-13,La atención fue rápida.
230,82,1,2026-06-07,Excelente servicio y comida.
87,78,5,2025-06-08,Excelente servicio y comida.
364,145,2,2025-05-14,El servicio puede mejorar.
157,106,5,2026-01-20,La experiencia fue aceptable.
244,160,5,2025-02-10,Buena relación entre precio y calidad.
60,126,1,2024-07-02,Excelente servicio y comida.
28,36,5,2024-10-12,Los platillos estuvieron bien preparados.
203,19,4,2025-02-10,La comida estuvo deliciosa.
106,140,4,2025-12-14,Regresaría nuevamente.
381,24,5,2026-04-30,La experiencia fue aceptable.
2,198,4,2025-03-05,La atención fue rápida.
290,147,5,2026-02-27,Buena relación entre precio y calidad.
175,171,4,2025-01-28,El servicio puede mejorar.
78,10,4,2025-08-12,Los platillos estuvieron bien preparados.
374,73,4,2025-08-03,El servicio puede mejorar.
391,103,5,2024-07-21,Excelente servicio y comida.
465,108,3,2024-08-30,Excelente servicio y comida.
442,145,5,2024-10-16,Muy buena experiencia.
9,148,2,2026-05-17,El servicio puede mejorar.
416,167,4,2025-10-18,La comida estuvo deliciosa.
334,199,1,2024-07-30,El servicio puede mejorar.
404,187,3,2025-09-26,La experiencia fue aceptable.
6,148,1,2025-11-15,Excelente servicio y comida.
222,152,1,2024-07-15,La experiencia fue aceptable.
276,146,3,2024-07-17,La atención fue rápida.
180,178,4,2026-04-13,La experiencia fue aceptable.
347,28,1,2024-11-09,Los platillos estuvieron bien preparados.
135,156,3,2025-12-02,La atención fue rápida.
82,198,2,2026-05-07,Los platillos estuvieron bien preparados.
12,77,2,2025-12-20,Regresaría nuevamente.
404,60,1,2026-05-26,La atención fue rápida.
80,6,1,2025-10-11,Muy buena experiencia.
44,32,3,2026-02-24,Excelente servicio y comida.
22,21,2,2025-02-10,La experiencia fue aceptable.
107,92,5,2025-10-06,Los platillos estuvieron bien preparados.
466,52,3,2024-10-27,El servicio puede mejorar.
143,196,2,2025-04-25,La comida estuvo deliciosa.
472,141,5,2024-06-27,La atención fue rápida.
155,26,1,2026-02-14,La comida estuvo deliciosa.
128,92,4,2025-08-26,El ambiente fue agradable.
493,33,3,2026-02-03,Los platillos estuvieron bien preparados.
276,121,5,2026-02-06,La comida estuvo deliciosa.
166,48,5,2026-02-04,Muy buena experiencia.
150,44,4,2025-08-24,Buena relación entre precio y calidad.
371,85,3,2025-07-16,Excelente servicio y comida.
227,60,3,2025-11-20,La comida estuvo deliciosa.
431,50,4,2025-06-12,El ambiente fue agradable.
1,38,2,2024-09-22,Buena relación entre precio y calidad.
188,90,5,2024-11-08,Muy buena experiencia.
177,53,1,2026-03-22,Buena relación entre precio y calidad.
243,200,3,2024-10-17,Excelente servicio y comida.
112,56,3,2026-02-06,Excelente servicio y comida.
321,85,5,2026-05-05,Buena relación entre precio y calidad.
90,14,3,2025-09-01,El servicio puede mejorar.
349,174,5,2025-02-25,Regresaría nuevamente.
426,37,5,2025-10-18,La experiencia fue aceptable.
43,91,2,2025-05-18,La atención fue rápida.
367,44,4,2025-08-02,Excelente servicio y comida.
441,146,2,2026-01-24,El servicio puede mejorar.
17,183,3,2026-02-03,Muy buena experiencia.
339,69,5,2025-12-16,La comida estuvo deliciosa.
407,179,2,2025-06-23,La atención fue rápida.
342,24,2,2024-07-09,Buena relación entre precio y calidad.
75,110,1,2025-03-05,Regresaría nuevamente.
326,124,5,2026-06-12,La experiencia fue aceptable.
263,7,3,2025-02-11,Buena relación entre precio y calidad.
164,65,4,2025-02-17,El servicio puede mejorar.
320,136,5,2026-06-06,La atención fue rápida.
226,115,1,2025-02-02,Regresaría nuevamente.
364,8,5,2026-02-11,La atención fue rápida.
174,66,5,2025-02-12,Buena relación entre precio y calidad.
70,31,2,2025-07-06,La comida estuvo deliciosa.
497,197,1,2025-08-01,Regresaría nuevamente.
372,99,3,2025-07-10,Buena relación entre precio y calidad.
352,137,1,2024-09-12,Muy buena experiencia.
240,39,4,2025-08-23,Excelente servicio y comida.
67,84,1,2025-11-18,Buena relación entre precio y calidad.
143,33,3,2026-06-20,La atención fue rápida.
203,51,1,2024-07-14,Regresaría nuevamente.
420,41,3,2024-10-29,Excelente servicio y comida.
186,128,3,2024-07-02,Regresaría nuevamente.
436,119,2,2025-08-06,La atención fue rápida.
277,56,3,2025-01-07,Buena relación entre precio y calidad.
13,91,4,2026-02-24,Muy buena experiencia.
470,47,4,2026-05-23,Los platillos estuvieron bien preparados.
257,1,2,2025-09-29,Regresaría nuevamente.
421,51,2,2025-11-05,Buena relación entre precio y calidad.
500,140,3,2025-03-19,El ambiente fue agradable.
43,100,1,2024-09-30,Los platillos estuvieron bien preparados.
291,63,4,2024-09-09,Muy buena experiencia.
26,166,3,2025-12-16,La experiencia fue aceptable.
68,161,1,2025-10-19,La experiencia fue aceptable.
154,116,1,2025-09-11,El servicio puede mejorar.
367,81,1,2025-07-22,La atención fue rápida.
472,45,2,2024-09-16,La experiencia fue aceptable.
307,38,2,2025-03-21,Los platillos estuvieron bien preparados.
326,20,1,2025-07-12,Muy buena experiencia.
189,79,3,2024-08-05,La experiencia fue aceptable.
82,184,2,2025-04-23,La atención fue rápida.
424,52,2,2024-11-01,La experiencia fue aceptable.
437,150,1,2024-10-23,Excelente servicio y comida.
32,101,4,2025-05-25,Regresaría nuevamente.
415,63,1,2024-08-10,Buena relación entre precio y calidad.
359,128,1,2026-04-30,Muy buena experiencia.
316,117,1,2025-10-17,Los platillos estuvieron bien preparados.
66,134,2,2025-01-15,El ambiente fue agradable.
252,107,2,2025-04-09,El ambiente fue agradable.
245,73,5,2026-02-08,El servicio puede mejorar.
218,152,5,2025-11-19,El servicio puede mejorar.
25,84,2,2025-09-06,El ambiente fue agradable.
398,197,3,2024-09-24,Buena relación entre precio y calidad.
318,169,4,2025-10-31,La experiencia fue aceptable.
280,173,5,2025-01-11,La comida estuvo deliciosa.
54,107,1,2025-06-06,La atención fue rápida.
1,138,1,2025-09-07,Muy buena experiencia.
206,181,4,2025-10-20,El servicio puede mejorar.
115,145,2,2025-05-14,El ambiente fue agradable.
187,73,3,2024-12-31,Regresaría nuevamente.
352,165,3,2025-02-04,Regresaría nuevamente.
187,125,2,2025-05-08,La comida estuvo deliciosa.
209,133,2,2024-07-04,Buena relación entre precio y calidad.
116,12,2,2026-02-11,La comida estuvo deliciosa.
371,49,2,2025-05-03,La experiencia fue aceptable.
323,173,3,2024-10-13,Regresaría nuevamente.
397,63,5,2026-01-18,La comida estuvo deliciosa.
130,118,4,2026-03-15,La atención fue rápida.
132,108,1,2025-11-14,Muy buena experiencia.
464,36,2,2024-11-23,El ambiente fue agradable.
477,126,1,2025-11-24,Buena relación entre precio y calidad.
121,147,4,2025-07-01,La atención fue rápida.
375,57,3,2025-09-08,La experiencia fue aceptable.
258,121,5,2025-04-04,Regresaría nuevamente.
227,164,3,2026-04-17,El servicio puede mejorar.
60,137,2,2024-08-31,Buena relación entre precio y calidad.
280,21,2,2025-11-09,El servicio puede mejorar.
469,108,1,2024-08-06,La comida estuvo deliciosa.
315,152,3,2025-03-03,Excelente servicio y comida.
315,143,1,2026-02-18,Los platillos estuvieron bien preparados.
140,88,2,2025-06-09,Muy buena experiencia.
466,43,2,2025-01-09,La comida estuvo deliciosa.
205,150,3,2025-11-04,La experiencia fue aceptable.
58,107,4,2025-09-09,La comida estuvo deliciosa.
244,85,5,2026-02-25,El ambiente fue agradable.
1,200,1,2025-05-21,Excelente servicio y comida.
402,166,3,2025-11-25,La experiencia fue aceptable.
70,190,2,2024-12-26,Buena relación entre precio y calidad.
355,91,1,2024-08-25,La comida estuvo deliciosa.
307,9,2,2025-12-06,Los platillos estuvieron bien preparados.
233,134,1,2026-06-10,Regresaría nuevamente.
351,165,1,2024-09-05,La comida estuvo deliciosa.
225,136,4,2025-01-19,La atención fue rápida.
329,2,5,2025-03-18,Regresaría nuevamente.
11,51,3,2026-04-28,Muy buena experiencia.
141,29,5,2024-12-02,Buena relación entre precio y calidad.
493,59,4,2025-07-22,El servicio puede mejorar.
311,183,5,2025-11-09,El ambiente fue agradable.
346,44,3,2024-12-10,Excelente servicio y comida.
415,171,5,2024-10-24,La atención fue rápida.
484,102,3,2025-12-30,Buena relación entre precio y calidad.
478,129,2,2026-04-15,Los platillos estuvieron bien preparados.
200,80,4,2026-03-16,El servicio puede mejorar.
204,35,5,2025-11-11,Regresaría nuevamente.
296,55,3,2025-10-01,Excelente servicio y comida.
115,175,2,2026-05-16,La experiencia fue aceptable.
440,73,2,2026-04-01,Muy buena experiencia.
123,139,3,2026-03-13,Muy buena experiencia.
334,134,3,2024-10-05,Regresaría nuevamente.
158,44,1,2024-09-24,El ambiente fue agradable.
245,132,3,2025-04-29,La experiencia fue aceptable.
483,20,4,2024-11-16,La comida estuvo deliciosa.
192,144,1,2025-07-27,La experiencia fue aceptable.
455,200,4,2025-10-30,Regresaría nuevamente.
270,18,4,2026-01-10,El ambiente fue agradable.
113,71,5,2025-05-08,El ambiente fue agradable.
179,60,3,2024-07-30,Los platillos estuvieron bien preparados.
219,35,3,2026-05-27,Regresaría nuevamente.
421,138,5,2025-08-11,Excelente servicio y comida.
24,37,5,2026-03-11,La comida estuvo deliciosa.
18,177,2,2024-12-25,La experiencia fue aceptable.
264,108,3,2025-01-13,Excelente servicio y comida.
210,60,1,2025-01-15,Buena relación entre precio y calidad.
95,125,5,2025-11-26,Muy buena experiencia.
337,88,2,2026-06-22,Muy buena experiencia.
210,195,3,2025-08-14,La experiencia fue aceptable.
108,98,3,2025-12-26,La comida estuvo deliciosa.
164,120,4,2025-01-04,Excelente servicio y comida.
491,167,1,2025-07-21,La atención fue rápida.
414,100,2,2024-10-26,Excelente servicio y comida.
332,92,4,2025-06-20,Muy buena experiencia.
12,42,5,2026-01-31,El ambiente fue agradable.
75,95,5,2024-10-15,El ambiente fue agradable.
208,167,2,2024-09-08,Muy buena experiencia.
96,152,3,2024-10-11,La atención fue rápida.
29,7,3,2024-08-30,Regresaría nuevamente.
134,126,2,2026-01-15,Buena relación entre precio y calidad.
231,65,5,2026-05-12,Muy buena experiencia.
489,68,1,2025-08-13,La comida estuvo deliciosa.
384,62,4,2025-03-31,Excelente servicio y comida.
14,163,5,2024-09-17,Muy buena experiencia.
390,80,5,2024-11-13,La experiencia fue aceptable.
230,179,5,2025-10-05,La comida estuvo deliciosa.
71,192,3,2026-01-28,El ambiente fue agradable.
146,148,2,2024-08-07,Muy buena experiencia.
47,37,2,2025-05-06,Muy buena experiencia.
424,161,4,2024-10-21,Regresaría nuevamente.
158,83,3,2024-08-24,La experiencia fue aceptable.
144,142,3,2026-04-08,La comida estuvo deliciosa.
285,170,1,2025-07-05,Buena relación entre precio y calidad.
3,14,2,2024-10-09,Buena relación entre precio y calidad.
403,165,3,2025-05-03,La experiencia fue aceptable.
330,182,4,2026-01-10,El ambiente fue agradable.
116,137,3,2025-08-06,Muy buena experiencia.
76,194,3,2024-08-21,Muy buena experiencia.
262,125,4,2025-02-05,El servicio puede mejorar.
444,55,2,2025-07-22,Muy buena experiencia.
53,85,4,2026-06-07,La experiencia fue aceptable.
313,51,1,2025-07-27,El ambiente fue agradable.
29,66,5,2025-09-09,El ambiente fue agradable.
407,147,4,2026-05-09,La atención fue rápida.
148,99,4,2024-10-12,Los platillos estuvieron bien preparados.
266,170,4,2026-06-20,Los platillos estuvieron bien preparados.
53,102,2,2025-04-08,Buena relación entre precio y calidad.
149,53,3,2025-08-20,Regresaría nuevamente.
455,54,5,2026-01-03,Regresaría nuevamente.
248,196,2,2026-05-21,El servicio puede mejorar.
326,169,1,2025-08-24,El ambiente fue agradable.
349,4,2,2026-03-19,La comida estuvo deliciosa.
33,92,5,2026-05-29,La atención fue rápida.
104,185,4,2025-05-14,El servicio puede mejorar.
450,62,1,2025-09-07,El ambiente fue agradable.
175,161,4,2025-01-25,El ambiente fue agradable.
380,12,5,2024-06-28,La experiencia fue aceptable.
340,59,5,2025-12-09,La comida estuvo deliciosa.
344,22,4,2025-05-10,La comida estuvo deliciosa.
101,40,1,2024-12-28,Muy buena experiencia.
251,172,1,2025-01-25,La comida estuvo deliciosa.
475,108,4,2025-04-28,La comida estuvo deliciosa.
391,119,3,2025-12-22,Muy buena experiencia.
489,86,2,2026-06-18,La experiencia fue aceptable.
321,1,2,2026-01-18,La experiencia fue aceptable.
410,104,2,2025-08-15,La experiencia fue aceptable.
195,126,3,2025-10-21,La comida estuvo deliciosa.
447,96,1,2026-05-16,Excelente servicio y comida.
41,152,2,2025-05-01,La comida estuvo deliciosa.
269,145,1,2025-07-24,Buena relación entre precio y calidad.
333,152,3,2025-06-21,El ambiente fue agradable.
34,200,1,2025-11-24,La comida estuvo deliciosa.
98,175,2,2026-02-22,La experiencia fue aceptable.
30,176,2,2025-01-16,Muy buena experiencia.
23,135,4,2024-06-25,El servicio puede mejorar.
39,22,5,2025-09-15,Muy buena experiencia.
151,200,4,2025-12-03,Excelente servicio y comida.
495,106,3,2026-04-18,El servicio puede mejorar.
37,111,1,2024-11-03,La atención fue rápida.
429,87,1,2024-11-29,El servicio puede mejorar.
317,22,5,2026-02-09,Muy buena experiencia.
243,164,3,2025-09-26,Regresaría nuevamente.
487,73,1,2025-11-28,Buena relación entre precio y calidad.
445,94,2,2026-04-12,Excelente servicio y comida.
437,104,1,2026-04-16,Muy buena experiencia.
102,4,3,2025-03-23,La comida estuvo deliciosa.
409,149,3,2024-08-20,Los platillos estuvieron bien preparados.
129,133,2,2024-12-18,Muy buena experiencia.
103,143,2,2026-01-23,Regresaría nuevamente.
398,86,2,2025-05-26,La experiencia fue aceptable.
375,117,5,2024-12-26,La comida estuvo deliciosa.
407,125,1,2025-05-21,La comida estuvo deliciosa.
163,97,3,2026-02-03,Excelente servicio y comida.
17,46,1,2024-06-24,La atención fue rápida.
350,137,5,2025-04-14,La experiencia fue aceptable.
439,73,3,2025-03-28,El servicio puede mejorar.
381,122,2,2026-05-30,Regresaría nuevamente.
104,180,1,2026-06-10,Muy buena experiencia.
69,94,4,2025-05-18,El ambiente fue agradable.
34,35,1,2026-01-17,La atención fue rápida.
410,162,3,2025-10-25,La atención fue rápida.
283,126,2,2025-05-28,Muy buena experiencia.
435,19,4,2025-10-06,Buena relación entre precio y calidad.
182,103,3,2025-01-14,Buena relación entre precio y calidad.
409,31,1,2025-03-12,Regresaría nuevamente.
348,100,4,2025-08-03,La atención fue rápida.
35,34,5,2025-08-16,La experiencia fue aceptable.
343,103,1,2025-04-02,Regresaría nuevamente.
186,99,1,2026-01-01,El servicio puede mejorar.
227,47,5,2025-10-14,El ambiente fue agradable.
294,60,2,2025-12-16,Buena relación entre precio y calidad.
223,151,4,2025-01-12,El servicio puede mejorar.
258,120,2,2025-04-13,La atención fue rápida.
204,86,1,2026-01-10,Buena relación entre precio y calidad.
153,67,4,2024-08-14,Excelente servicio y comida.
20,181,2,2024-09-21,Buena relación entre precio y calidad.
357,100,3,2025-02-26,Muy buena experiencia.
412,168,5,2025-06-02,Muy buena experiencia.
252,175,5,2025-04-07,El servicio puede mejorar.
266,113,5,2025-01-06,Buena relación entre precio y calidad.
427,113,3,2024-12-10,Buena relación entre precio y calidad.
466,195,2,2026-02-28,Regresaría nuevamente.
155,113,2,2025-12-31,La atención fue rápida.
455,146,5,2024-09-16,El servicio puede mejorar.
4,183,1,2025-02-07,Los platillos estuvieron bien preparados.
11,190,2,2024-12-23,Muy buena experiencia.
411,7,2,2026-01-14,Muy buena experiencia.
223,143,5,2024-08-19,La experiencia fue aceptable.
188,176,3,2026-04-03,La atención fue rápida.
200,26,5,2025-02-07,Muy buena experiencia.
421,2,3,2024-08-24,Muy buena experiencia.
374,24,5,2025-10-29,Muy buena experiencia.
77,167,1,2024-12-26,El servicio puede mejorar.
